System	Family	ID	True [eV]	Prediction [eV]	Error [eV]	Abs. error [eV]
C2H3O2-Zn2    	3776	radicals	-14.831206501651991	-14.794351671384447	0.03685483026754355	0.03685483026754355
C1H2O1-Au2    	3054	radicals	-24.582380211818446	-24.374086573384346	0.20829363843409965	0.20829363843409965
S1-Co7        	4294	radicals	-8.33647080108517	-8.420156276314628	-0.08368547522945846	0.08368547522945846
C1H1O2-Cd2    	3204	radicals	-9.174339855854214	-8.893031030702105	0.2813088251521094	0.2813088251521094
H1-Zn2        	4136	radicals	-28.901210740120888	-28.944548509104465	-0.04333776898357655	0.04333776898357655
H2S1-(g)      	4578	radicals	-25.871171983615113	-26.045467263942683	-0.1742952803275699	0.1742952803275699
C1H2O1-Os2    	3147	radicals	-16.827712642014603	-16.958457492935054	-0.13074485092045052	0.13074485092045052
C2H4O1-Ir5    	3981	radicals	-53.99618006272203	-54.03651554370481	-0.04033548098277606	0.04033548098277606
H2S1-Cd1      	4582	radicals	-21.332283170137487	-21.795669937264847	-0.4633867671273606	0.4633867671273606
C1-Ru5        	4134	radicals	-19.674798955869733	-19.68261681444426	-0.007817858574526326	0.007817858574526326
C2H2O1-Co7    	4363	radicals	-37.898185490578044	-37.81911012262947	0.07907536794857606	0.07907536794857606
C2H6O1-Pt2    	3733	radicals	-41.462505906506976	-41.27129017190509	0.19121573460188301	0.19121573460188301
C2H5O1-Ru3    	3624	radicals	-26.83283233341634	-26.908791929155136	-0.0759595957387944	0.0759595957387944
C1H2O1-Cu3    	3335	radicals	-16.261575693389204	-15.56066507810499	0.700910615284215	0.700910615284215
C1H2O1-Os4    	3145	radicals	-37.49518560774368	-37.68354694059201	-0.18836133284833068	0.18836133284833068
C2H4O1-Pt5    	3724	radicals	-43.74603204170876	-43.763333549546815	-0.01730150783805584	0.01730150783805584
C2H1O2-Fe8    	4243	radicals	-12.747803191133016	-12.788651344439586	-0.04084815330656966	0.04084815330656966
C2H4O2-Rh4    	3500	radicals	-40.72335861186093	-40.74233853001442	-0.01897991815349087	0.01897991815349087
C1H2-Co4      	4272	radicals	-28.630403613158364	-28.64466339666302	-0.014259783504655843	0.014259783504655843
C1-Au3        	3085	radicals	-11.326257484451617	-11.345167994659732	-0.01891051020811574	0.01891051020811574
C2H4O1-Ir4    	3967	radicals	-38.09020257145835	-37.90053037491441	0.1896721965439383	0.1896721965439383
C2H3O2-Os6    	3138	radicals	-34.4202574597482	-34.505510923561815	-0.08525346381361487	0.08525346381361487
C2O1-Ag3      	3429	radicals	-39.62516401578932	-39.7124634365382	-0.08729942074887731	0.08729942074887731
C2H4O1-Pd4    	3899	radicals	-26.947448731778653	-26.21994582462601	0.727502907152644	0.727502907152644
S1-Ru6        	4025	radicals	-26.147691709831754	-25.834078169172017	0.31361354065973757	0.31361354065973757
C2H4O1-Au1    	3076	radicals	-26.97888183347367	-27.043514870831146	-0.06463303735747417	0.06463303735747417
C1O2-Fe7      	4148	radicals	-39.249904438032104	-39.24167565287189	0.008228785160213192	0.008228785160213192
C2H3O1-Pt1    	3728	radicals	-40.23884225209008	-40.06491777187978	0.17392448021030305	0.17392448021030305
C2H5O2-Au3    	3042	radicals	-39.834312239550854	-39.689276450422994	0.14503578912785997	0.14503578912785997
C2-Co8        	4303	radicals	-42.24965352773984	-42.41995223153094	-0.17029870379110434	0.17029870379110434
C2H2O2-Ni5    	4398	radicals	-19.835598235864268	-19.841680895804416	-0.006082659940148005	0.006082659940148005
C2H4-Rh4      	3475	radicals	-12.165415318570012	-12.188616501764955	-0.023201183194942132	0.023201183194942132
C1H3O1-Fe5    	4490	radicals	-44.419090352731246	-44.374539916520234	0.0445504362110114	0.0445504362110114
C1H3O1-Ir3    	3955	radicals	-20.158836558562825	-20.25149379945867	-0.09265724089584637	0.09265724089584637
C2H3O2-Rh5    	3490	radicals	-4.110727369703909	-4.0805948566912775	0.030132513012631534	0.030132513012631534
C1H2O1-Fe6    	4494	radicals	-54.1906390413169	-54.12278330999288	0.06785573132401623	0.06785573132401623
C10-Co1       	4289	radicals	-49.465301951485344	-49.682534623429774	-0.21723267194442997	0.21723267194442997
H1N1-Ir1      	4574	radicals	-15.326596247047178	-15.313264400448588	0.013331846598589436	0.013331846598589436
C1H1O2-Ir2    	3915	radicals	-9.347828170225966	-9.404196886590398	-0.05636871636443175	0.05636871636443175
C1O1-Ir1      	4008	radicals	-6.691340018004212	-6.768403344263561	-0.0770633262593492	0.0770633262593492
C1H3O1-Zn1    	3802	radicals	-22.29130537101213	-21.986026748542713	0.30527862246941595	0.30527862246941595
C2H4O1-Pt2    	3739	radicals	-3.8835236154250197	-3.903828594353854	-0.020304978928834316	0.020304978928834316
C2H4O2-Cu5    	3314	radicals	-11.17867095333122	-11.172536237432041	0.006134715899179355	0.006134715899179355
C2H2-Ru4      	3660	radicals	-47.53787170257738	-47.58869251567171	-0.05082081309433306	0.05082081309433306
C2H1O2-Ag4    	3411	radicals	-20.23443600815608	-20.270161381857974	-0.03572537370189366	0.03572537370189366
C2H3O1-Zn3    	3817	radicals	-35.67887116956808	-35.673371378623756	0.0054997909443272874	0.0054997909443272874
S1-Cu6        	4032	radicals	-47.02702291480318	-46.92870656017931	0.09831635462387567	0.09831635462387567
